prompt_id,entropy,latency,tokens_used,correct,llm_answer,ground_truth,avg_au,avg_eu
prompt447,0.1342988027409655,5.485234260559082,26,no,240,5,1.0751953125,0.05963134765625
prompt448,0.0,82.11081600189209,334,no,589,539,,
prompt449,,234.28875279426575,800,buggy,None,112,,
prompt450,,17.553906679153442,77,buggy,None,4,,
prompt451,0.0,20.184576749801636,91,no,306000,11050,,
prompt452,0.4898989257285833,28.273566246032715,129,no,5454,50,1.8812255859375,0.0709686279296875
prompt453,,72.83673143386841,303,buggy,None,6400,,
prompt454,,9.697988033294678,47,buggy,None,150,,
prompt455,0.0,34.626020431518555,152,no,960,1920,,
prompt456,0.0,15.363510608673096,71,no,71,78,,
prompt457,,55.43687319755554,232,buggy,None,45,,
prompt458,0.10578354722242288,67.69374370574951,286,no,400,35,0.6728515625,0.058074951171875
prompt459,,55.16366410255432,217,buggy,None,2,,
prompt460,0.0,31.266693353652954,139,yes,84,84,,
prompt461,0.0,17.918461799621582,84,yes,9,9,,
prompt462,,14.470456838607788,70,buggy,None,71,,
prompt463,0.0,14.42739200592041,68,yes,18,18,,
prompt464,0.2278866427954748,14.961914539337158,68,yes,6,6,0.669921875,0.060943603515625
prompt465,,22.319440841674805,100,buggy,None,30,,
prompt466,,234.44065833091736,800,buggy,None,1,,
prompt467,0.0,18.682531118392944,86,no,480,1200,,
prompt468,0.0,44.90958595275879,196,no,220,120,,
prompt469,,29.26641082763672,130,buggy,None,4,,
prompt470,,21.442757844924927,99,buggy,None,3,,
prompt471,0.0,36.04756188392639,158,no,160,80,,
prompt472,,61.8684196472168,259,buggy,None,6,,
prompt473,0.5241243194256083,3.046440601348877,14,no,40,10,2.1015625,0.06988525390625
prompt474,,232.37530326843262,800,buggy,None,80,,
prompt475,,235.4293909072876,800,buggy,None,20,,
prompt476,0.7035990736778033,2.235140562057495,10,no,10,5,1.91162109375,0.06640625
prompt477,,79.0851936340332,327,buggy,None,20,,
prompt478,0.0,7.732997894287109,37,no,603,621,,
prompt479,0.43940775344324906,37.611525774002075,165,no,14000,15400,2.0641276041666665,0.0645751953125
prompt480,0.20446398167352878,36.968406438827515,165,no,12,11,0.677734375,0.05145263671875
prompt481,,1.8582422733306885,8,buggy,None,84,,
prompt482,,7.393452167510986,34,buggy,None,26,,
prompt483,,63.62469172477722,268,buggy,None,40,,
prompt484,,30.261607885360718,135,buggy,None,240,,
prompt485,,16.549571990966797,78,buggy,None,220,,
prompt486,,15.312044382095337,73,buggy,None,6,,
prompt487,,33.01128602027893,148,buggy,None,4,,
prompt488,0.0,17.434672832489014,81,yes,6,6,,
prompt489,0.0,12.180323839187622,56,no,28,-10,,
prompt490,0.697638274724877,37.53451204299927,168,no,2,4,1.76171875,0.06256103515625
prompt491,0.0,29.633475065231323,135,yes,16,16,,
prompt492,,62.86997056007385,270,buggy,None,32,,
prompt493,,0.2320244312286377,0,buggy,None,25,,
prompt494,,0.6928572654724121,2,buggy,None,21,,
prompt495,0.0,15.695346593856812,73,yes,200,200,,
prompt496,0.0,10.89107346534729,53,no,54,38,,
prompt497,0.0,11.64389419555664,54,yes,112,112,,
prompt498,,1.0419275760650635,4,buggy,None,40,,
prompt499,,144.49916887283325,525,buggy,None,10,,
prompt500,0.0,107.60940623283386,435,no,20,16,,
prompt501,0.058967576684197436,34.133063554763794,151,no,273.3,273,0.67431640625,0.05694580078125
prompt502,0.0,21.312447547912598,96,yes,26,26,,
prompt503,0.0,18.665503978729248,87,no,8,18,,
prompt504,,43.885780811309814,183,buggy,None,2,,
prompt505,0.13877486439168016,63.32096886634827,256,no,66,1600,0.67431640625,0.053680419921875
prompt506,,235.13784170150757,800,buggy,None,144,,
prompt507,0.0,22.681273221969604,105,yes,2,2,,
prompt508,0.4883916983173891,4.68833065032959,22,no,50,120,2.65673828125,0.079864501953125
prompt509,0.7115881488497302,16.108081102371216,74,no,824,4,2.0221354166666665,0.06463623046875
prompt510,,64.8985743522644,267,buggy,None,525,,
prompt511,,17.24077010154724,81,buggy,None,110,,
prompt512,,15.774251699447632,73,buggy,None,120,,
prompt513,0.0,29.68131375312805,136,yes,300,300,,
prompt514,0.1955528038331493,14.439796447753906,69,no,80000,90000,0.6796875,0.05499267578125
prompt515,,232.80212712287903,800,buggy,None,160,,
prompt516,0.0,21.844217777252197,102,yes,375,375,,
prompt517,,15.579737901687622,72,buggy,None,18,,
prompt518,0.0,21.46964120864868,97,no,6,32,,
prompt519,0.0,19.945464372634888,94,no,100,280,,
prompt520,0.0,35.74544048309326,151,no,56,63,,
prompt521,,55.24828791618347,231,buggy,None,39,,
prompt522,0.0,44.771525144577026,185,no,19,29,,
prompt523,,19.450340747833252,88,buggy,None,74,,
prompt524,0.0,19.951069355010986,91,no,60,9,,
prompt525,,237.13461256027222,784,buggy,None,12,,
prompt526,0.0,27.39038920402527,122,no,2,21,,
prompt527,0.0,23.53858518600464,110,yes,48,48,,
prompt528,,23.673675775527954,107,buggy,None,172,,
prompt529,0.0,16.989834785461426,79,no,10,11,,
prompt530,,18.19475245475769,82,buggy,None,36,,
prompt531,,238.10175442695618,800,buggy,None,66,,
prompt532,0.0,23.844094276428223,110,no,11,25,,
prompt533,0.0,18.289464712142944,84,no,700,300,,
prompt534,,57.596659898757935,236,buggy,None,300,,
prompt535,0.0,22.51124906539917,105,no,8,16,,
prompt536,0.0,13.827329874038696,66,no,4,8,,
prompt537,0.0,26.190423011779785,118,yes,188,188,,
prompt538,0.0,32.811304807662964,146,yes,18,18,,
prompt539,,0.8373453617095947,3,buggy,None,35,,
prompt540,0.0,21.98633122444153,99,no,80,39,,
prompt541,,85.0473518371582,348,buggy,None,50,,
prompt542,0.0,30.211933135986328,136,no,9,7,,
prompt543,0.0,18.408758640289307,86,yes,6,6,,
prompt544,0.0,11.501678705215454,56,no,384,80,,
prompt545,,231.90825080871582,800,buggy,None,30,,
prompt546,,21.21277689933777,97,buggy,None,130,,
prompt547,0.0,14.430930614471436,67,yes,81,81,,
prompt548,0.0,11.544769287109375,56,no,90,100,,
prompt549,0.0,9.418504238128662,45,no,402,398,,
prompt550,0.0,38.866639852523804,164,no,33.07,27,,
prompt551,,17.462330102920532,79,buggy,None,17,,
prompt552,0.0,50.52267670631409,215,no,1900,450,,
prompt553,0.0,22.767717361450195,102,no,188,92,,
prompt554,0.0,28.49173092842102,129,no,80,54,,
prompt555,0.0,15.606460809707642,73,yes,2,2,,
prompt556,,11.246755599975586,54,buggy,None,160,,
prompt557,0.6405066047501144,24.73379421234131,115,no,62,70,1.2939453125,0.06072998046875
prompt558,,163.4942011833191,599,buggy,None,3,,
prompt559,,1.852440357208252,8,buggy,None,16,,
prompt560,0.0,19.163917541503906,89,yes,45,45,,
prompt561,,25.93346095085144,119,buggy,None,180,,
prompt562,0.06163858189985794,168.72174048423767,604,no,6.57,82,0.66796875,0.06695556640625
prompt563,,234.148859500885,800,buggy,None,12,,
prompt564,,0.23509764671325684,0,buggy,None,240,,
prompt565,,0.8315227031707764,3,buggy,None,5,,
prompt566,0.0,29.23582911491394,135,no,51,10,,
prompt567,,0.9271676540374756,3,buggy,None,9,,
prompt568,0.11733208209768324,18.597277402877808,86,yes,175.0,175,2.3046875,0.075531005859375
prompt569,0.0,38.131048917770386,167,no,42,21,,
prompt570,0.3471175894341778,27.073065042495728,121,no,25,23,1.078125,0.053955078125
prompt571,0.0,22.788177490234375,104,yes,308,308,,
prompt572,0.0,18.93877911567688,85,no,30,100,,
prompt573,,79.2258369922638,331,buggy,None,600,,
prompt574,,4.3819756507873535,19,buggy,None,37,,
prompt575,,35.59688854217529,150,buggy,None,36,,
prompt576,0.0,17.031858921051025,75,no,380,11232,,
prompt577,,23.639312982559204,104,buggy,None,40,,
prompt578,,25.19900155067444,115,buggy,None,48,,
prompt579,0.0,14.20734190940857,69,yes,7,7,,
prompt580,,8.686119079589844,41,buggy,None,500,,
prompt581,0.0,10.045717477798462,48,yes,215,215,,
prompt582,,20.073184490203857,92,buggy,None,129200,,
prompt583,,0.8626418113708496,3,buggy,None,120,,
prompt584,,0.8400557041168213,3,buggy,None,2,,
prompt585,0.3775803416951298,41.34495210647583,179,no,30,40,0.6787109375,0.053955078125
prompt586,0.0,31.219374656677246,139,no,8.5,800,,
prompt587,0.0,52.21755290031433,216,no,10,30,,
prompt588,0.0,18.769874334335327,85,yes,52,52,,
prompt589,,20.401322841644287,92,buggy,None,15,,
prompt590,,83.14866185188293,335,buggy,None,319,,
prompt591,0.15797087989763592,141.27863121032715,509,no,43,220,0.67431640625,0.058013916015625
prompt592,,36.906248331069946,162,buggy,None,1,,
prompt593,0.792805865322034,4.2805633544921875,20,no,144.0,3,2.34814453125,0.07018280029296875
prompt594,0.04178215301640371,44.91494798660278,198,no,27777.77777777778,42,0.6748046875,0.058563232421875
prompt595,,63.57434582710266,276,buggy,None,13,,
prompt596,0.0,30.563568353652954,132,no,300,260,,
prompt597,0.0,13.378084182739258,63,no,175,90,,
prompt598,,47.94264268875122,210,buggy,None,69,,
prompt599,0.0,32.86065483093262,151,yes,48,48,,
prompt600,,17.06662392616272,78,buggy,None,10,,
prompt601,,27.646522760391235,120,buggy,None,104,,
prompt602,0.0,26.346964597702026,122,yes,5,5,,
prompt603,0.5235489585702633,4.277338266372681,20,no,60,1800,3.578125,0.09710693359375
prompt604,0.0,22.382792472839355,101,no,4,12,,
prompt605,0.0,36.36848998069763,159,yes,42,42,,
prompt606,0.0,32.033244132995605,144,no,4347.5,6,,
prompt607,,2.057067394256592,9,buggy,None,10,,
prompt608,,37.20782685279846,163,buggy,None,8,,
prompt609,,119.52982330322266,465,buggy,None,7,,
prompt610,,22.403015613555908,103,buggy,None,65960,,
prompt611,,31.52910590171814,140,buggy,None,1450000,,
prompt612,0.6040154662539308,11.103023290634155,49,no,24,30,1.900390625,0.06683349609375
prompt613,,4.2277140617370605,20,buggy,None,93000,,
prompt614,0.09217610230983135,40.06540846824646,180,no,156,312,2.345703125,0.0848388671875
prompt615,0.13126512999750034,34.95580697059631,151,no,46.5,33,1.7822265625,0.0728302001953125
prompt616,0.0,7.968916177749634,38,yes,10,10,,
prompt617,,11.015039682388306,51,buggy,None,5,,
prompt618,,5.79869818687439,27,buggy,None,36,,
prompt619,,209.41110372543335,731,buggy,None,76,,
prompt620,0.0,39.70201802253723,175,yes,1509,1509,,
prompt621,,12.666550874710083,59,buggy,None,3000,,
prompt622,0.0,41.98702597618103,176,no,0,7,,
prompt623,0.0,9.267196893692017,45,no,20,8,,
prompt624,0.0,22.616206407546997,104,yes,85,85,,
prompt625,0.0,18.114734649658203,84,no,20,160,,
prompt626,,11.853068828582764,55,buggy,None,72,,
prompt627,,0.8347418308258057,3,buggy,None,54,,
prompt628,,77.28524017333984,320,buggy,None,4,,
prompt629,0.0,42.388911485672,185,yes,17500,17500,,
prompt630,,37.937034130096436,165,buggy,None,10,,
prompt631,0.08307366256004768,19.560465812683105,88,no,5600,4800,2.259765625,0.0782470703125
prompt632,0.17881815213275828,53.54443120956421,224,no,214,45,1.07470703125,0.054443359375
prompt633,0.1881737850285663,17.233818531036377,81,no,1.07,5,0.6767578125,0.0526275634765625
prompt634,0.0,164.7780647277832,614,no,20,14,,
prompt635,,51.70174789428711,220,buggy,None,4,,
prompt636,,70.79365754127502,297,buggy,None,1050,,
prompt637,0.0,24.250327587127686,111,no,19,17,,
prompt638,0.13506753305546634,39.1145453453064,176,no,10.5,12,1.5791015625,0.0631103515625
prompt639,0.0,19.951079845428467,92,no,96,216,,
prompt640,0.24465233707223613,36.84758949279785,151,no,33250,43500,0.673583984375,0.057037353515625
prompt641,0.0,33.43903994560242,151,no,277200,262500,,
prompt642,,37.15343999862671,162,buggy,None,10800,,
prompt643,0.0,13.929855108261108,64,yes,840,840,,
prompt644,0.0,26.150566577911377,119,yes,29,29,,
prompt645,0.0,15.683167695999146,74,no,34,48,,
prompt646,,233.5750756263733,800,buggy,None,79,,
prompt647,0.0,46.27093744277954,201,no,714,10,,
prompt648,0.0,10.08161211013794,45,no,52,54,,
prompt649,0.0,32.05275344848633,143,no,160000,162000,,
prompt650,,23.7618248462677,104,buggy,None,142,,
prompt651,0.5771900176903654,26.056272983551025,116,no,900,2100,1.736328125,0.06432088216145833
prompt652,,2.44254732131958,11,buggy,None,75,,
prompt653,0.0,11.179662704467773,51,no,220,80,,
prompt654,,54.44778919219971,233,buggy,None,2,,
prompt655,0.0,12.940360069274902,62,yes,10,10,,
prompt656,0.0,17.095484733581543,79,yes,10,10,,
prompt657,,237.618070602417,800,buggy,None,330000,,
prompt658,0.0,10.623136281967163,48,no,65,120,,
prompt659,,42.2018837928772,183,buggy,None,3,,
prompt660,,12.685673475265503,60,buggy,None,15,,
prompt661,0.6650085173018537,42.568426847457886,180,no,6,44,2.951171875,0.0765380859375
prompt662,0.0,47.257368087768555,204,no,9,7,,
prompt663,,11.815836429595947,56,buggy,None,193,,
prompt664,0.0,29.309868097305298,133,no,264,32,,
prompt665,0.0,9.653238534927368,45,no,600,360,,
prompt666,,48.79558324813843,211,buggy,None,120,,
prompt667,0.0,30.195975065231323,138,no,41,53,,
prompt668,,20.48698592185974,95,buggy,None,3,,
prompt669,,45.149558782577515,196,buggy,None,132,,
prompt670,,5.48460054397583,26,buggy,None,4,,
prompt671,0.7107949918797986,2.6698825359344482,12,no,1.5,4,2.439453125,0.073883056640625
prompt672,0.565087415806852,17.171754121780396,77,no,8,2,1.9150390625,0.060546875
prompt673,0.4051444819282667,19.604187488555908,93,yes,9,9,3.486328125,0.1011962890625
prompt674,0.23575289991412332,43.94624209403992,195,no,580,12,1.361328125,0.055755615234375
prompt675,,4.052183151245117,17,buggy,None,33,,
prompt676,0.0,18.81902241706848,86,no,600,240,,
prompt677,,246.87337851524353,800,buggy,None,36,,
prompt678,0.0,21.405591249465942,100,yes,120,120,,
prompt679,0.0,12.91341757774353,63,no,3456,576,,
prompt680,0.0,32.0021026134491,144,no,60,20,,
prompt681,0.0,25.034358739852905,114,no,6,298,,
prompt682,0.0,12.441887617111206,56,no,50,80,,
prompt683,0.32639096701258113,52.226101875305176,221,no,120,50,0.67919921875,0.050567626953125
prompt684,0.0,29.2601158618927,132,no,15,11,,
prompt685,,19.6515154838562,90,buggy,None,14,,
prompt686,,39.45070505142212,175,buggy,None,80,,
prompt687,0.954684484128827,34.37463641166687,156,no,4,13,1.0791015625,0.055023193359375
prompt688,0.0,22.407573461532593,101,no,180,100,,
prompt689,0.0,29.27286458015442,133,no,160,7,,
prompt690,0.0,15.702639102935791,73,no,600,5760,,
prompt691,0.0,50.42259693145752,217,no,175,25,,
prompt692,,27.901665210723877,122,buggy,None,32,,
prompt693,0.0,32.115177154541016,140,no,49,68,,
prompt694,,33.53589916229248,151,buggy,None,9,,
prompt695,0.0,30.16552472114563,138,no,8,5,,
prompt696,0.0,59.55737376213074,242,no,70,145,,
prompt697,,21.172937154769897,93,buggy,None,27,,
prompt698,,125.6312198638916,482,buggy,None,720,,
prompt699,0.1046975341127587,11.40541124343872,55,no,10,8,0.66796875,0.0643310546875
prompt700,,35.8011429309845,154,buggy,None,135,,
prompt701,0.2888489332965779,58.50465106964111,241,no,1368,200,0.87646484375,0.0557861328125
prompt702,0.0,50.00987720489502,206,yes,2800,2800,,
prompt703,,237.64261841773987,800,buggy,None,50,,
prompt704,0.0,13.339919567108154,64,yes,50,50,,
prompt705,0.2291018111650392,12.122546195983887,58,no,1553,120,1.6328125,0.065155029296875
prompt706,,17.452650547027588,79,buggy,None,9,,
prompt707,0.24637821736543217,11.376976490020752,54,no,60,8,1.3603515625,0.05657958984375
prompt708,,6.214492082595825,30,buggy,None,168,,
prompt709,,234.30119514465332,800,buggy,None,3000,,
prompt710,0.0,41.300628662109375,175,yes,45,45,,
prompt711,,30.245919227600098,136,buggy,None,6,,
prompt712,0.0,40.13070106506348,180,yes,14,14,,
prompt713,0.576440462066491,4.659823894500732,22,no,36224380,576,1.6720145089285714,0.06187656947544643
prompt714,0.0,31.446748733520508,142,no,36,10,,
prompt715,,17.370033979415894,79,buggy,None,385000,,
prompt716,,33.140055656433105,148,buggy,None,770,,
prompt717,,24.3444082736969,112,buggy,None,5,,
prompt718,0.25588817000141023,24.346805810928345,110,yes,2,2,1.34375,0.0728759765625
prompt719,0.9172489450799082,3.253845691680908,15,no,68,175,2.21875,0.0653076171875
prompt720,,22.72390627861023,105,buggy,None,4,,
prompt721,,13.336287498474121,58,buggy,None,2450,,
prompt722,0.0,26.57392644882202,116,no,375,255,,
prompt723,,22.393592834472656,103,buggy,None,160,,
prompt724,0.0,49.64564609527588,213,no,6,18,,
prompt725,,234.1549301147461,800,buggy,None,25,,
prompt726,,0.24652695655822754,0,buggy,None,10,,
prompt727,,59.74493336677551,248,buggy,None,112,,
prompt728,0.3317433942237238,12.80410122871399,60,no,30.0,40,1.9248046875,0.07061767578125
prompt729,,73.45326805114746,301,buggy,None,1000,,
prompt730,0.0,13.685696840286255,64,yes,8,8,,
prompt731,0.0,38.06662368774414,168,no,3,1,,
prompt732,,25.89693307876587,117,buggy,None,87,,
prompt733,0.42513010487502023,14.12638521194458,67,no,20,5,0.6806640625,0.05072021484375
prompt734,,8.13945484161377,37,buggy,None,17,,
prompt735,,15.846316576004028,73,buggy,None,50,,
prompt736,,44.71368217468262,198,buggy,None,3,,
prompt737,,4.918413400650024,21,buggy,None,2,,
prompt738,,20.48688507080078,96,buggy,None,4,,
prompt739,0.0,35.88236618041992,159,no,46,98,,
prompt740,0.061532915759458184,48.41064953804016,208,no,17.5,25,0.6748046875,0.057403564453125
prompt741,0.0,13.069691896438599,61,yes,28,28,,
prompt742,,17.37060546875,81,buggy,None,24,,
prompt743,0.0,19.836769580841064,89,no,6,8,,
prompt744,,44.58685874938965,190,buggy,None,4,,
prompt745,0.32498208514058435,36.229113817214966,157,no,500,1100,0.6787109375,0.05328369140625
prompt746,,46.23091721534729,193,buggy,None,28,,
prompt747,0.0,27.819254875183105,125,no,100,350,,
prompt748,0.0,28.769753456115723,132,no,252,336,,
prompt749,0.0,32.13961386680603,147,no,6,3,,
prompt750,0.0,42.691391468048096,186,no,1040,4000,,
prompt751,0.0,37.61662554740906,157,no,31,43,,
prompt752,,231.87421655654907,800,buggy,None,240,,
prompt753,0.41707618450829737,31.352315664291382,141,no,1628.0,128,1.0367024739583333,0.057332356770833336
prompt754,0.14740426585766028,53.22008943557739,217,no,72,89,0.6728515625,0.06207275390625
prompt755,0.0,10.7504141330719,51,yes,7,7,,
prompt756,0.0,11.482406377792358,54,no,11,22,,
prompt757,,22.6485435962677,100,buggy,None,75,,
prompt758,0.16093540216996244,21.35686230659485,101,no,139.6,133,0.67724609375,0.0529632568359375
prompt759,0.19949767307474023,18.29409885406494,85,yes,60000,60000,0.6796875,0.053955078125
prompt760,,27.05442214012146,122,buggy,None,16,,
prompt761,0.8009587172537618,1.644270658493042,7,no,6,27,1.9169921875,0.062255859375
prompt762,0.0,20.26461625099182,93,no,40,85,,
prompt763,,62.75595831871033,262,buggy,None,100,,
prompt764,0.0,45.77685332298279,193,yes,14,14,,
prompt765,0.21732865773199442,26.87757658958435,125,no,400200,490,0.87353515625,0.060791015625
prompt766,,30.044068336486816,136,buggy,None,12,,
prompt767,0.1383441039382135,22.314080953598022,103,yes,60,60,1.5654296875,0.074951171875
prompt768,0.0,24.507800817489624,113,no,450,675,,
prompt769,,16.285690546035767,74,buggy,None,110,,
prompt770,0.0,22.529632091522217,98,no,5,4,,
prompt771,0.0,21.774771690368652,99,yes,3,3,,
prompt772,0.81403274465584,81.53977870941162,331,yes,50,50,2.2890625,0.066162109375
prompt773,0.0,21.921709299087524,100,yes,10,10,,
prompt774,0.0,8.733634233474731,42,no,9,10,,
prompt775,0.0,3.869716167449951,18,no,82,276,,
prompt776,,48.3660204410553,216,buggy,None,800,,
prompt777,0.0,43.013418674468994,182,no,1000,4400,,
prompt778,,1.9349074363708496,8,buggy,None,38,,
prompt779,0.0,34.9811909198761,155,no,262.5,255,,
prompt780,0.0,27.584226608276367,118,no,10,25,,
prompt781,0.0,13.590440273284912,64,no,30,17,,
prompt782,0.27085753989137573,20.230392694473267,94,no,42,54,0.67822265625,0.05145263671875
prompt783,0.0,51.46873664855957,212,no,3,4,,
prompt784,,22.608455657958984,101,buggy,None,15,,
prompt785,0.5871996552007093,8.550751686096191,41,no,700,155,3.0403645833333335,0.083251953125
prompt786,0.0,21.976004600524902,100,yes,142,142,,
prompt787,0.0,21.932255744934082,99,no,22,25,,
prompt788,0.0,22.42785620689392,103,no,200,100,,
prompt789,0.0,20.689520597457886,91,no,20,4,,
prompt790,,60.135603189468384,250,buggy,None,108,,
prompt791,,1.0459873676300049,4,buggy,None,100,,
prompt792,0.1497817540166548,16.18481135368347,75,no,7.5,75,1.3564453125,0.06500244140625
prompt793,0.211559503931714,31.67234969139099,141,no,550,250,1.076171875,0.056488037109375
prompt794,0.0,46.27942132949829,203,no,33,32,,
prompt795,,34.55954694747925,154,buggy,None,20,,
prompt796,0.0,18.087029218673706,82,no,2400000,2880000,,
prompt797,,24.9658784866333,112,buggy,None,540,,
prompt798,,1.1544852256774902,4,buggy,None,20,,
prompt799,0.0,17.552491188049316,83,yes,4,4,,
prompt800,0.0,25.133924961090088,116,yes,428,428,,
prompt801,0.0,42.11854672431946,184,no,334,1240,,
prompt802,,77.15280389785767,316,buggy,None,6,,
prompt803,,2.870901107788086,13,buggy,None,9,,
prompt804,0.0,68.55314517021179,285,yes,20,20,,
prompt805,0.0,36.44572162628174,164,no,1500,1170,,
prompt806,0.16210947039662638,75.24835133552551,306,no,0.6848,70,0.6796875,0.051361083984375
prompt807,0.0,15.283602952957153,69,no,36,4,,
prompt808,0.2421515717494419,39.048598527908325,174,no,14,12,0.6767578125,0.052001953125
prompt809,0.0,35.07788348197937,151,yes,50,50,,
prompt810,,97.86398339271545,394,buggy,None,310,,
prompt811,,24.369413375854492,108,buggy,None,60,,
prompt812,0.0,31.770474910736084,133,no,76,79,,
prompt813,,27.813649892807007,121,buggy,None,7,,
prompt814,0.13568947475080262,44.30342936515808,188,no,1.5,11,1.5791015625,0.061279296875
prompt815,,14.057368278503418,62,buggy,None,4,,
prompt816,0.24844908129795826,14.487229585647583,69,no,6000,4500,1.080078125,0.05548095703125
prompt817,0.0,15.308969259262085,72,yes,15,15,,
prompt818,,63.57989001274109,268,buggy,None,16,,
prompt819,,40.55021119117737,179,buggy,None,6250,,
prompt820,,39.353351354599,173,buggy,None,720,,
prompt821,0.0,15.601876974105835,70,yes,35,35,,
prompt822,0.0,17.575148820877075,82,no,42,1260,,
prompt823,0.0,29.461600065231323,127,no,30,14,,
prompt824,0.0,22.162737131118774,101,yes,52,52,,
prompt825,,84.12962317466736,343,buggy,None,153,,
prompt826,0.0,28.320707082748413,126,no,41,27,,
prompt827,0.0,83.79477953910828,337,no,2,11,,
prompt828,0.0,27.085870504379272,124,yes,60,60,,
prompt829,0.0,80.7319860458374,327,no,93416,14000,,
prompt830,0.0,71.46806287765503,294,no,1120,1128,,
prompt831,0.0,43.97850966453552,185,no,549,324,,
prompt832,0.2267595372978774,38.364179372787476,171,no,28.0,42,1.0166015625,0.061920166015625
prompt833,,5.619271278381348,25,buggy,None,40,,
prompt834,0.0,22.31778383255005,103,yes,80,80,,
prompt835,0.5220387401810281,34.698225259780884,156,no,1.5,48,1.4309895833333333,0.061737060546875
prompt836,,236.89950942993164,800,buggy,None,140,,
prompt837,0.0,32.07279324531555,134,no,580,120,,
prompt838,0.0,26.278514623641968,118,no,41,15,,
prompt839,,20.740723609924316,96,buggy,None,2,,
prompt840,0.19116923817168016,12.743464946746826,58,no,0.8,16,1.765625,0.05535888671875
prompt841,0.0,18.701905250549316,86,yes,5600,5600,,
prompt842,0.0,15.947586297988892,75,yes,10,10,,
prompt843,0.0,21.66820001602173,100,no,21,19,,
prompt844,0.0,48.82893347740173,213,no,420,180,,
prompt845,0.0,36.9983594417572,166,no,9,12,,
prompt846,0.9072210160383973,1.6667535305023193,7,no,18,11,2.21875,0.0625
prompt847,0.0,57.233301877975464,247,no,825,975,,
prompt848,,29.676854372024536,133,buggy,None,10,,
prompt849,0.0,14.170363903045654,67,yes,75,75,,
prompt850,0.0,21.176640272140503,96,yes,70,70,,
prompt851,,232.05026769638062,800,buggy,None,110,,
prompt852,0.0,20.767963647842407,95,yes,123,123,,
prompt853,0.0,18.36821675300598,86,no,45,15,,
prompt854,0.9000167971884891,17.80348300933838,80,no,44,144,2.1640625,0.065673828125
prompt855,0.0,58.28669047355652,249,no,23,13,,
prompt856,0.2041117612055296,27.51399827003479,122,no,56,7,0.67822265625,0.05126953125
prompt857,,3.0029783248901367,13,buggy,None,14000,,
prompt858,,229.56881856918335,800,buggy,None,3430,,
prompt859,0.0,20.109570026397705,92,yes,1520,1520,,
prompt860,,0.8470296859741211,3,buggy,None,3,,
prompt861,,170.4370038509369,618,buggy,None,30,,
prompt862,,66.25657749176025,271,buggy,None,40,,
prompt863,0.0,45.01026105880737,201,no,100,110,,
prompt864,0.11703922136278296,36.952723026275635,162,no,280,80,1.07421875,0.060333251953125
prompt865,,83.02012038230896,339,buggy,None,23,,
prompt866,,22.75390863418579,105,buggy,None,28,,
prompt867,0.0,79.75684905052185,328,no,12,7,,
prompt868,,0.9132072925567627,3,buggy,None,15,,
prompt869,,46.31107187271118,207,buggy,None,500,,
prompt870,,235.1806342601776,800,buggy,None,40,,
prompt871,0.059419592951463054,43.095680236816406,189,no,98.54,48,0.673828125,0.0572509765625
prompt872,,0.8474593162536621,3,buggy,None,13,,
prompt873,0.14567838556446427,19.09939455986023,89,yes,12.0,12,0.6787109375,0.054412841796875
prompt874,0.0,17.469279766082764,83,yes,132,132,,
prompt875,0.0,22.91183090209961,107,no,32,60,,
prompt876,,242.93451166152954,800,buggy,None,41,,
prompt877,0.18005510324118504,6.960925579071045,31,no,15000,7000,0.6787109375,0.05535888671875
prompt878,,43.960002422332764,195,buggy,None,5,,
prompt879,0.0,21.21225070953369,97,no,175,575,,
prompt880,0.0,39.981080055236816,176,no,20.01,10,,
prompt881,0.9939661606937092,21.150386571884155,100,no,8,16,0.681640625,0.049957275390625
prompt882,,73.27269840240479,292,buggy,None,5,,
prompt883,0.5731115562873297,2.2627346515655518,10,no,32,25,1.55908203125,0.064453125
prompt884,0.0,11.020210266113281,53,yes,50,50,,
prompt885,0.0,13.892344236373901,65,yes,500,500,,
prompt886,0.0,21.19724726676941,96,no,22,20,,
prompt887,0.34863062062087796,16.509541273117065,78,no,246434,34,1.2794596354166667,0.057373046875
prompt888,,46.10702133178711,207,buggy,None,10,,
prompt889,,235.0566849708557,800,buggy,None,15,,
prompt890,,233.95044541358948,800,buggy,None,25,,
prompt891,0.0,21.14036989212036,96,no,14621,55,,
prompt892,0.28099573126786537,34.931047439575195,156,no,0.5,1,1.21728515625,0.0599517822265625
prompt893,0.0,26.338418006896973,121,no,80,480,,
prompt894,,10.308147668838501,46,buggy,None,26,,
prompt895,0.0,21.43804907798767,98,no,33,74,,
prompt896,0.0,15.56420612335205,73,no,2500,250,,
prompt897,,32.12823820114136,147,buggy,None,1,,
prompt898,0.33390500366323045,6.8821680545806885,31,no,100,110,0.6796875,0.050750732421875
prompt899,,10.10606575012207,48,buggy,None,16,,
prompt900,0.0,17.747699975967407,81,no,13,15,,
prompt901,,39.92312717437744,172,buggy,None,1,,
prompt902,,7.669471979141235,37,buggy,None,8,,
prompt903,0.13215401540649066,30.83262276649475,140,no,1.65,16,0.87255859375,0.0570068359375
prompt904,0.0,8.461827516555786,41,no,24,8,,
prompt905,0.0,26.463250160217285,122,no,2,5,,
prompt906,0.8389891547740664,23.926416397094727,109,no,43,10,0.678955078125,0.05224609375
prompt907,0.0,11.894274950027466,58,yes,16,16,,
